CNPJ_COMPANHIA,DATA_REFERENCIA,NOME_COMPANHIA,DATA_FIM_EXERCICIO_SOCIAL,ORGAO_ADMINISTRACAO,QTD_MEMBROS_REMUNERADOS_ACAO,DILUICAO_POTENCIAL,PRECO_MEDIO_PONDERADO_OPCOES_EM_ABERTO,PRECO_MEDIO_PONDERADO_OPCOES_PERDIDAS,PRECO_MEDIO_PONDERADO_OPCOES_EXERCIDAS,QTD_MEMBROS_REMUNERADOS_MIN_MAX_MEDIA,VALOR_MAIOR_REMUNERACAO,VALOR_MENOR_REMUNERACAO,VALOR_MEDIO_REMUNERACAO,OBSERVACAO_x,QTD_MEMBROS_REMUNERADOS_TOTAL,SALARIO,BENEFICIOS_DIRETOS_INDIRETOS,PARTICIPACOES_COMITES,OUTROS_VALORES_FIXOS,DESCRICAO_OUTROS_REMUNERACOES_FIXAS,BONUS,PARTICIPACAO_RESULTADOS,PARTICIPACAO_REUNIOES,OUTROS_VALORES_VARIAVEIS,COMISSOES,DESCRICAO_OUTROS_REMUNERACOES_VARIAVEIS,POS_EMPREGO,CESSACAO_CARGO,BASEADA_ACOES,OBSERVACAO_y,TOTAL_REMUNERACAO_ORGAO,QTD_MEMBROS_REMUNERADOS_VARIAVEL,BONUS_VALOR_MINIMO,BONUS_VALOR_MAXIMO,BONUS_VALOR_METAS_ATINGIDAS,BONUS_VALOR_EFETIVO,PARTICIPACAO_VALOR_MINIMO,PARTICIPACAO_VALOR_MAXIMO,PARTICIPACAO_VALOR_METAS_ATINGIDAS,PARTICIPACAO_VALOR_EFETIVO,SETOR_DE_ATIVDADE,ANO_REFER
20.247.322/0001-47,2025-12-31,ALLIED TECNOLOGIA S.A.,2025-12-31,Diretoria Estatutária,8.92,2.1,7.38,7.42,5.69,,,,,,8.92,8097349.42,898333.46,0.0,0.0,,2837977.7,9813617.4,0.0,0.0,0.0,,0.0,0.0,897594.78,,22544872.76,8.92,0.0,0.0,0.0,0.0,0.0,9813617.4,9813617.4,0.0,Comércio (Atacado e Varejo),2025
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2022-12-31,Conselho Fiscal,,,,,,3.0,136072.92,136072.92,136072.92,Não aplicável.,3.0,408218.76,0.0,0.0,81643.77,Encargos (INSS),0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício-Circular/Anual-2024-CVM/SEP, o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",489862.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2022
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2023-12-31,Conselho Fiscal,,,,,,3.0,118300.0,41600.0,88825.0,Não aplicável.,3.0,355300.0,0.0,0.0,71060.0,Encargos (INSS),0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício-Circular/Anual-2024-CVM/SEP, o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",426360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2023
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2024-12-31,Conselho Fiscal,,,,,,3.0,116666.66,116666.66,116666.66,,3.0,349999.98,0.0,0.0,69999.99,Encargos (INSS),0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício-Circular/Anual-2024-CVM/SEP, o número de membros do Conselho Fiscal foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",419999.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2024
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2025-12-31,Conselho Fiscal,,,,,,,,,,,3.0,372000.0,0.0,0.0,74400.0,Encargos (INSS),0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,446400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2025
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2022-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,6.0,287862.0,287862.0,287862.0,Efetuou-se a exclusão de membros que ocuparam os cargos por menos de 12 meses para preenchimento das tabelas com relação ao valor da menor remuneração.,6.0,1478005.33,0.0,0.0,295434.4,Encargos (INSS),0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício-Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",1773439.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2022
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2023-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,4.0,300000.0,103238.79,260647.76,"Não considerado no cálculo do valor da menor remuneração um membro do Conselho de Administração que iniciou seu contrato em 21/03/2023. Adicionalmente, foram desconsiderados do cálculo do valor médio da remuneração dois membros do Conselho de Administração que renunciaram a remuneração no decorrer do ano de 2023.",4.0,1449905.55,0.0,0.0,289981.09,Encargos (INSS),0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício-Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",1739886.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2023
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2024-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,4.0,300000.0,300000.0,300000.0,,4.0,1200000.12,0.0,0.0,240000.0,Encargos (INSS),0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício-Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",1440000.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2024
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2025-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,1240000.0,0.0,0.0,248000.0,Encargos (INSS),0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no Ofício-Circular/Anual-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",1488000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2025
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2022-12-31,Diretoria Estatutária,1.0,"8,663",60.78,62.24,0.0,2.0,1341004.36,100259.96,720632.16,Efetuou-se a exclusão de membros que ocuparam os cargos por menos de 12 meses para preenchimento das tabelas com relação ao valor da menor remuneração.,2.0,1441264.32,210331.66,0.0,588325.37,Encargos (INSS),0.0,1362637.37,0.0,554266.05,0.0,Encargos.,67050.22,0.0,1408699.9,"Conforme disposto no Ofício-Circular/Anual-2024-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",5632574.89,1.0,0.0,0.0,0.0,0.0,1150.0,995040.0,663360.0,970937.61,Comércio (Atacado e Varejo),2022
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2023-12-31,Diretoria Estatutária,1.0,"5,815",64.07,60.18,0.0,2.74,1413470.22,119679.76,640989.99,Efetuou-se a exclusão de membros que ocuparam os cargos por menos de 12 meses para preenchimento das tabelas com relação ao valor da menor remuneração.,2.74,1922969.98,192127.04,0.0,446030.46,Encargos (INSS),0.0,1350.0,0.0,509614.7,0.0,Encargos,73755.24,0.0,2546723.5,"Conforme disposto no Ofício-Circular/Anual-2024-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",5692570.92,1.0,0.0,0.0,0.0,0.0,1150.0,1889119.99,1259413.33,0.0,Comércio (Atacado e Varejo),2023
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2024-12-31,Diretoria Estatutária,1.0,"5,815",62.83,0.0,0.0,3.0,1419775.32,132326.76,692567.36,,3.0,2077702.08,115557.1,0.0,434858.66,Encargos (INSS),0.0,1358742.0,0.0,1262818.09,0.0,Encargos,70988.76,0.0,4300525.61,"Conforme disposto no Ofício-Circular/Anual-2024-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",9621192.3,1.0,0.0,0.0,0.0,0.0,1350.0,1897498.57,1264999.05,0.0,Comércio (Atacado e Varejo),2024
20.258.278/0001-70,2025-12-31,OUROFINO S.A.,2025-12-31,Diretoria Estatutária,1.0,"5,815",62.83,0.0,0.0,,,,,,3.0,2158357.52,179176.54,0.0,408085.33,Encargos (INSS),354672.63,1870574.11,0.0,1476280.55,0.0,Encargos,74538.2,0.0,4261155.36,,10782840.24,1.0,0.0,0.0,0.0,0.0,1400.0,1870574.11,1247049.41,0.0,Comércio (Atacado e Varejo),2025
20.512.706/0001-40,2025-12-31,"VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.",2022-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,863956.02,0.0,465207.1,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",1329163.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022
20.512.706/0001-40,2025-12-31,"VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.",2023-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,3.0,493038.0,445050.0,475699.04,"Foram excluídos dos cálculos de remuneração mínima, os administradores que exerceram o cargo por menos de 12 meses.Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Membro correspondente à maior remuneração exerceu cargo por 12 meses.",3.0,927613.11,0.0,499484.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",1427097.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2023
20.512.706/0001-40,2025-12-31,"VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.",2024-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,3.0,529194.12,477687.0,501802.08,"Foram excluídos dos cálculos de remuneração mínima, os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias. Membro correspondente à maior remuneração exerceu cargo por 12 meses.",3.0,1505406.23,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"O número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",1505406.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024
20.512.706/0001-40,2025-12-31,"VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.",2025-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,2006282.4,0.0,0.0,0.0,n.a.,0.0,0.0,0.0,0.0,0.0,n.a.,0.0,0.0,0.0,"O número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",2006282.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025
20.512.706/0001-40,2025-12-31,"VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.",2022-12-31,Diretoria Estatutária,3.0,1.4,77.99,0.0,57.71,4.0,5159816.62,2327600.76,4219222.21,"Foram excluídos dos cálculos de remuneração mínima, os administradores que exerceram o cargo por menos de 12 meses.Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Membro correspondente à maior remuneração exerceu cargo por 12 meses.",4.0,7909352.81,0.0,0.0,0.0,,2965185.1,0.0,0.0,4015685.21,0.0,Remuneração de bônus extraordinário pago a determinados membros da diretoria estatutária.,0.0,0.0,1986665.7,"Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",16876888.82,4.0,2111981.01,3379169.62,2815974.68,6980870.31,0.0,0.0,0.0,0.0,,2022
20.512.706/0001-40,2025-12-31,"VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.",2023-12-31,Diretoria Estatutária,2.5,1.1,77.42,0.0,74.62,4.0,14393735.09,2416278.84,6172577.95,"Foram excluídos dos cálculos de remuneração mínima, os administradores que exerceram o cargo por menos de 12 meses.Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Membro correspondente à maior remuneração exerceu cargo por 12 meses.",4.0,9735873.53,0.0,0.0,0.0,,13321592.64,0.0,0.0,1632842.61,0.0,Remuneração de bônus extraordinário pago a determinados membros da diretoria estatutária.,0.0,0.0,0.0,"Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",24690308.78,4.0,9297186.22,15780872.66,13321592.61,13321592.61,0.0,0.0,0.0,0.0,,2023
20.512.706/0001-40,2025-12-31,"VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.",2024-12-31,Diretoria Estatutária,2.0,0.9,63.61,0.0,74.82,4.0,8715590.96,1891067.12,4586418.79,"Foram excluídos dos cálculos de remuneração mínima, os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias. Membro correspondente à maior remuneração exerceu cargo por 12 meses.",4.0,8076154.64,348322.64,0.0,0.0,,5026570.0,0.0,0.0,5438818.4,0.0,"Remuneração de bônus extraordinário pago a determinados membros da diretoria estatutária, rescisão e bonificação de saída.",0.0,3884426.23,635414.41,"O número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",23409706.32,4.0,4795127.15,7192690.72,5993908.93,0.0,0.0,0.0,0.0,0.0,,2024
20.512.706/0001-40,2025-12-31,"VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.",2025-12-31,Diretoria Estatutária,4.0,0.9,15.9,0.0,0.0,,,,,,4.0,10241982.5,1002000.0,0.0,0.0,n.a.,6502595.18,0.0,0.0,488435.44,0.0,n.a.,0.0,0.0,6527928.24,"O número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.",24762941.36,4.0,5522076.14,8283114.21,6902595.18,0.0,0.0,0.0,0.0,0.0,,2025
20.514.555/0001-69,2025-12-31,ARGO VI TRANSMISSÃO DE ENERGIA S.A.,2022-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,,,,,,,,,,,2022
20.514.555/0001-69,2025-12-31,ARGO VI TRANSMISSÃO DE ENERGIA S.A.,2023-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,,,,,,,,,,,2023
20.514.555/0001-69,2025-12-31,ARGO VI TRANSMISSÃO DE ENERGIA S.A.,2024-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP,0.0,,,,,,,,,,,2024
20.514.555/0001-69,2025-12-31,ARGO VI TRANSMISSÃO DE ENERGIA S.A.,2025-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP,0.0,,,,,,,,,,,2025
20.514.555/0001-69,2025-12-31,ARGO VI TRANSMISSÃO DE ENERGIA S.A.,2023-12-31,Diretoria Estatutária,,,,,,,,,,,0.25,260176.67,39745.2,0.0,137826.69,INSS,0.0,0.0,0.0,244683.0,0.0,Hiring Bonus,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,682431.56,,,,,,,,,,,2023
20.514.555/0001-69,2025-12-31,ARGO VI TRANSMISSÃO DE ENERGIA S.A.,2024-12-31,Diretoria Estatutária,,,,,,,,,,,2.17,2362100.0,352301.74,0.0,890000.96,INSS,166980.8,0.0,0.0,365497.99,0.0,Hiring Bonus,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,4136881.49,,,,,,,,,,,2024
20.514.555/0001-69,2025-12-31,ARGO VI TRANSMISSÃO DE ENERGIA S.A.,2025-12-31,Diretoria Estatutária,,,,,,,,,,,3.0,3590040.0,638135.22,0.0,1413246.54,INSS,1315868.68,0.0,0.0,270818.57,0.0,Hiring Bonus,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP,7228109.01,,,,,,,,,,,2025
20.514.590/0001-88,2025-12-31,ARGO V TRANSMISSÃO DE ENERGIA S.A.,2022-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,,,,,,,,,,,2022
20.514.590/0001-88,2025-12-31,ARGO V TRANSMISSÃO DE ENERGIA S.A.,2023-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,,,,,,,,,,,2023
20.514.590/0001-88,2025-12-31,ARGO V TRANSMISSÃO DE ENERGIA S.A.,2024-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,,,,,,,,,,,2024
20.514.590/0001-88,2025-12-31,ARGO V TRANSMISSÃO DE ENERGIA S.A.,2025-12-31,Conselho de Administração,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,0.0,,,,,,,,,,,2025
20.514.590/0001-88,2025-12-31,ARGO V TRANSMISSÃO DE ENERGIA S.A.,2023-12-31,Diretoria Estatutária,,,,,,,,,,,0.25,260176.67,39745.2,0.0,137826.69,INSS,0.0,0.0,0.0,244683.0,0.0,Hiring Bonus,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,682431.56,,,,,,,,,,,2023
20.514.590/0001-88,2025-12-31,ARGO V TRANSMISSÃO DE ENERGIA S.A.,2024-12-31,Diretoria Estatutária,,,,,,,,,,,2.17,2362100.0,352301.74,0.0,890000.96,INSS,166980.8,0.0,0.0,365497.99,0.0,Hiring Bonus,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2024 CVM/SEP,4136881.49,,,,,,,,,,,2024
20.514.590/0001-88,2025-12-31,ARGO V TRANSMISSÃO DE ENERGIA S.A.,2025-12-31,Diretoria Estatutária,,,,,,,,,,,3.0,3590040.0,638135.22,0.0,1413246.54,INSS,1315868.68,0.0,0.0,270818.57,0.0,Hiring Bonus,0.0,0.0,0.0,O número total de membros de cada órgão foi apurado da forma prevista no item 10.2.8.2 do Ofício-Circular Anual 2025 CVM/SEP,7228109.01,,,,,,,,,,,2025
21.110.778/0001-23,2025-12-31,OLIVEIRA TRUST S.A.,2022-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,4.0,825457.0,396219.0,610838.0,,4.0,2443355.31,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número total de membros foi apurado de acordo com a forma especificada no Ofício Circular/Anual-2022-CVM/SEP,2443355.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intermediação Financeira,2022
21.110.778/0001-23,2025-12-31,OLIVEIRA TRUST S.A.,2023-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,4.0,873264.0,419172.0,646218.0,,4.0,2584872.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2584872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intermediação Financeira,2023
21.110.778/0001-23,2025-12-31,OLIVEIRA TRUST S.A.,2024-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,4.0,913572.0,438516.0,676044.0,,4.0,2704176.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2704176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intermediação Financeira,2024
21.110.778/0001-23,2025-12-31,OLIVEIRA TRUST S.A.,2025-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,,,,,,4.0,2834832.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2834832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intermediação Financeira,2025
21.110.778/0001-23,2025-12-31,OLIVEIRA TRUST S.A.,2022-12-31,Diretoria Estatutária,0.0,0.0,0.0,0.0,0.0,5.0,66036.0,66036.0,66036.0,,5.0,330183.15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número total de membros foi apurado de acordo com a forma especificada no Ofício Circular/Anual-2022-CVM/SEP,330183.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intermediação Financeira,2022
21.110.778/0001-23,2025-12-31,OLIVEIRA TRUST S.A.,2023-12-31,Diretoria Estatutária,5.0,0.0,3432950.0,0.0,343295.0,5.0,69876.0,69876.0,69876.0,,5.0,349380.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,349380.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intermediação Financeira,2023
21.110.778/0001-23,2025-12-31,OLIVEIRA TRUST S.A.,2024-12-31,Diretoria Estatutária,5.0,0.0,5958065.0,0.0,0.0,5.0,73092.0,73092.0,73092.0,,5.0,365460.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,365460.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intermediação Financeira,2024
21.110.778/0001-23,2025-12-31,OLIVEIRA TRUST S.A.,2025-12-31,Diretoria Estatutária,5.0,0.0,7093065.0,0.0,0.0,,,,,,5.0,383100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,383100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intermediação Financeira,2025
21.240.146/0001-84,2025-12-31,AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,2022-12-31,Conselho Fiscal,,,,,,0.0,0.0,0.0,0.0,"O Conselho Fiscal da Companhia não foi instalado nos exercícios sociais de 2021, 2022 e 2023.",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2022
21.240.146/0001-84,2025-12-31,AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,2023-12-31,Conselho Fiscal,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Comércio (Atacado e Varejo),2023
