CNPJ_Companhia,Data_Referencia,Versao,ID_Documento,NOME_COMPANHIA,Data_Inicio_Exercicio_Social,Data_Fim_Exercicio_Social,Total_Remuneracao,ORGAO_ADMINISTRACAO,Numero_Membros,TOTAL_REMUNERACAO_ORGAO,NUM_MEMBROS_TOTAL,REM_FIXA_SALARIO,REM_FIXA_BENEFICIOS,REM_FIXA_COMITES,REM_FIXA_OUTROS,Descricao_Outros_Remuneracoes_Fixas,REM_VAR_BONUS,REM_VAR_PLR,REM_VAR_REUNIOES,REM_VAR_OUTROS,REM_VAR_COMISSOES,Descricao_Outros_Remuneracoes_Variaveis,REM_POS_EMPREGO,REM_CESSACAO_CARGO,REM_ACOES_BLOCO3,Observacao,NUM_MEMBROS_INDIVIDUAL,REM_MAXIMA_INDIVIDUAL,REM_MINIMA_INDIVIDUAL,REM_MEDIA_INDIVIDUAL,NUM_MEMBROS_BONUS_PLR,BONUS_MIN,BONUS_MAX,BONUS_ALVO,BONUS_PAGO,PLR_MIN,PLR_MAX,PLR_ALVO,PLR_PAGO,ANO_REFER,UF_SEDE,SETOR_ATIVIDADE,CONTROLE_ACIONARIO
14.785.152/0001-51,2025-12-31,4,153852,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2022-01-01,2022-12-31,4535988.78,CONSELHO FISCAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/Anual-2024- CVM/SEP. Os membros do Conselho de Administração da Companhia serão remunerados por cada reunião que participarem.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,SP,"Construção Civil, Mat. Constr. e Decoração",PRIVADO
14.785.152/0001-51,2025-12-31,4,153852,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2023-01-01,2023-12-31,6135610.56,CONSELHO FISCAL,3.0,223999.92,3.0,223999.92,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/Anual-2024 - CVM/SEP. Os membros do Conselho de Administração da Companhia serão remunerados por cada reunião que participarem.",,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,SP,"Construção Civil, Mat. Constr. e Decoração",PRIVADO
14.785.152/0001-51,2025-12-31,4,153852,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2023-01-01,2023-12-31,6135610.56,DIRETORIA ESTATUTÁRIA,2.92,4951610.64,2.92,3492060.0,340700.16,0.0,0.0,,0.0,837750.0,0.0,0.0,0.0,,0.0,0.0,281100.48,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/Anual-2024 - CVM/SEP. Os membros do Conselho de Administração da Companhia serão remunerados por cada reunião que participarem.",2.92,1455402.78,1449777.78,1453527.78,2.0,0.0,0.0,0.0,0.0,600000.0,900000.0,750000.0,837750.0,2023,SP,"Construção Civil, Mat. Constr. e Decoração",PRIVADO
14.785.152/0001-51,2025-12-31,4,153852,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2023-01-01,2023-12-31,6135610.56,CONSELHO DE ADMINISTRAÇÃO,5.42,960000.0,5.42,816000.0,0.0,144000.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/Anual-2024 - CVM/SEP. Os membros do Conselho de Administração da Companhia serão remunerados por cada reunião que participarem.",5.42,222000.02,150000.0,177121.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,SP,"Construção Civil, Mat. Constr. e Decoração",PRIVADO
14.785.152/0001-51,2025-12-31,4,153852,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2024-01-01,2024-12-31,9344104.88,CONSELHO DE ADMINISTRAÇÃO,5.0,720000.0,5.0,720000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/Anual-2024 - CVM/SEP.",5.0,143838.63,107689.92,120502.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,SP,"Construção Civil, Mat. Constr. e Decoração",PRIVADO
14.785.152/0001-51,2025-12-31,4,153852,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2024-01-01,2024-12-31,9344104.88,CONSELHO FISCAL,3.0,335999.88,3.0,335999.88,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/Anual-2024 - CVM/SEP.",3.0,93794.72,93794.72,93794.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,SP,"Construção Civil, Mat. Constr. e Decoração",PRIVADO
14.785.152/0001-51,2025-12-31,4,153852,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2024-01-01,2024-12-31,9344104.88,DIRETORIA ESTATUTÁRIA,2.75,8288105.0,2.75,3566904.0,617154.35,0.0,0.0,,0.0,2343250.2,0.0,0.0,0.0,,0.0,0.0,1760796.45,"O número de membros corresponde à média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular/Anual-2024 - CVM/SEP.",2.75,1966635.57,1443025.17,1522293.88,2.75,0.0,0.0,0.0,0.0,2081355.12,3122032.69,2601693.9,1165864.14,2024,SP,"Construção Civil, Mat. Constr. e Decoração",PRIVADO
14.785.152/0001-51,2025-12-31,4,153852,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2025-01-01,2025-12-31,10000000.0,CONSELHO DE ADMINISTRAÇÃO,5.0,1280000.0,5.0,1280000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual-2025-CVM/SEP,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,SP,"Construção Civil, Mat. Constr. e Decoração",PRIVADO
14.785.152/0001-51,2025-12-31,4,153852,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2025-01-01,2025-12-31,10000000.0,DIRETORIA ESTATUTÁRIA,3.0,8060304.04,3.0,4100000.0,750000.0,0.0,0.0,,0.0,2700008.6,0.0,0.0,0.0,,0.0,0.0,510295.44,O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual-2025-CVM/SEP,,,,,3.0,0.0,0.0,0.0,0.0,756560.16,1134840.24,945700.2,0.0,2025,SP,"Construção Civil, Mat. Constr. e Decoração",PRIVADO
14.785.152/0001-51,2025-12-31,4,153852,HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,2025-01-01,2025-12-31,10000000.0,CONSELHO FISCAL,3.0,659695.96,3.0,659695.96,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício Circular/Anual-2025- CVM/SEP,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,SP,"Construção Civil, Mat. Constr. e Decoração",PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2022-01-01,2022-12-31,2694821.4,CONSELHO FISCAL,6.0,301242.0,3.0,301242.0,0.0,0.0,0.0,Não Há.,0.0,0.0,0.0,0.0,0.0,Não Há,0.0,0.0,0.0,,3.0,100414.0,100414.0,100414.0,,,,,,,,,,2022,BA,Petroquímicos e Borracha,PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2022-01-01,2022-12-31,2694821.4,DIRETORIA ESTATUTÁRIA,2.0,1828545.0,2.0,1828545.0,0.0,0.0,0.0,Não Há.,0.0,0.0,0.0,0.0,0.0,Não Há.,0.0,0.0,0.0,,2.0,1219032.0,609516.0,914272.5,,,,,,,,,,2022,BA,Petroquímicos e Borracha,PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2022-01-01,2022-12-31,2694821.4,CONSELHO DE ADMINISTRAÇÃO,4.0,565034.4,4.0,565034.4,0.0,0.0,0.0,Não Há Outras Remunerações.,0.0,0.0,0.0,0.0,0.0,Não Há.,0.0,0.0,0.0,,4.0,141258.6,141258.6,141258.6,,,,,,,,,,2022,BA,Petroquímicos e Borracha,PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2023-01-01,2023-12-31,2849772.0,CONSELHO DE ADMINISTRAÇÃO,4.0,601560.0,4.0,601560.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,150390.0,150390.0,150390.0,,,,,,,,,,2023,BA,Petroquímicos e Borracha,PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2023-01-01,2023-12-31,2849772.0,CONSELHO FISCAL,6.0,301212.0,3.0,301212.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,100404.0,100404.0,100404.0,,,,,,,,,,2023,BA,Petroquímicos e Borracha,PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2023-01-01,2023-12-31,2849772.0,DIRETORIA ESTATUTÁRIA,2.0,1947000.0,2.0,1947000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,1298000.0,649000.0,973500.0,,,,,,,,,,2023,BA,Petroquímicos e Borracha,PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2024-01-01,2024-12-31,3642051.08,CONSELHO DE ADMINISTRAÇÃO,7.75,1201759.0,7.75,1201759.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,7.75,155065.68,155065.68,155065.68,,,,,,,,,,2024,BA,Petroquímicos e Borracha,PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2024-01-01,2024-12-31,3642051.08,DIRETORIA ESTATUTÁRIA,2.0,2047500.0,2.0,2047500.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,1365000.0,682500.0,1023750.0,,,,,,,,,,2024,BA,Petroquímicos e Borracha,PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2024-01-01,2024-12-31,3642051.08,CONSELHO FISCAL,7.5,392792.08,3.75,392792.08,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.75,104744.55,104744.55,104744.55,,,,,,,,,,2024,BA,Petroquímicos e Borracha,PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2025-01-01,2025-12-31,3971737.8,CONSELHO DE ADMINISTRAÇÃO,9.0,1496556.0,9.0,1496556.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2025,BA,Petroquímicos e Borracha,PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2025-01-01,2025-12-31,3971737.8,DIRETORIA ESTATUTÁRIA,2.0,2152332.0,2.0,2152332.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2025,BA,Petroquímicos e Borracha,PRIVADO
14.807.945/0001-24,2025-12-31,2,151786,SANSUY S.A. INDUSTRIA DE PLASTICOS,2025-01-01,2025-12-31,3971737.8,CONSELHO FISCAL,6.0,322849.8,3.0,322849.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2025,BA,Petroquímicos e Borracha,PRIVADO
14.882.295/0001-81,2025-12-31,4,152026,CBO HOLDING S.A.,2022-01-01,2022-12-31,7785306.68,CONSELHO DE ADMINISTRAÇÃO,8.0,371594.96,2.0,360000.0,11594.96,0.0,0.0,Não há,0.0,0.0,0.0,0.0,0.0,Não há,0.0,0.0,0.0,"-Conforme o Ofício Circular CVM/SEP/n.º 01/2021, os números de membros e de membros remunerados do Conselho de Administração e da Diretoria Estatutária foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais, em linha com a memória de cálculo constante do item 8.20.- Remuneração fixa anual e Bônus não foram considerados os 20% dos encargos nos valores.",2.0,185797.48,185797.48,185797.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,RJ,Petróleo e Gás,PRIVADO
14.882.295/0001-81,2025-12-31,4,152026,CBO HOLDING S.A.,2022-01-01,2022-12-31,7785306.68,DIRETORIA ESTATUTÁRIA,5.67,7413711.72,5.67,3994381.4,491120.18,0.0,0.0,Não há.,2697000.0,0.0,0.0,0.0,0.0,Não há.,231210.14,0.0,0.0,"- Conforme o Ofício Circular CVM/SEP/n.º 01/2023, os números de membros e de membros remunerados do Conselho de Administração e da Diretoria Estatutária foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais, em linha com a memória de cálculo constante do item 8.20.- Remuneração fixa anual e Bônus não foram considerados os 20% dos encargos nos valores.",5.67,2159921.82,1041981.05,1235618.62,5.67,0.0,4389868.8,4389868.8,2697000.0,0.0,0.0,0.0,0.0,2022,RJ,Petróleo e Gás,PRIVADO
14.882.295/0001-81,2025-12-31,4,152026,CBO HOLDING S.A.,2023-01-01,2023-12-31,8027186.19,CONSELHO DE ADMINISTRAÇÃO,8.0,247831.68,1.33,240000.0,7831.68,0.0,0.0,Não há.,0.0,0.0,0.0,0.0,0.0,Não há.,0.0,0.0,0.0,"-Conforme o Ofício Circular CVM/SEP/n.º 01/2023, os números de membros e de membros remunerados do Conselho de Administração e da Diretoria Estatutária foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais, em linha com a memória de cálculo constante do item 8.20.- Remuneração fixa anual e Bônus não foram considerados os 20% dos encargos nos valores.",1.33,185873.76,185873.76,123915.84,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,RJ,Petróleo e Gás,PRIVADO
14.882.295/0001-81,2025-12-31,4,152026,CBO HOLDING S.A.,2023-01-01,2023-12-31,8027186.19,DIRETORIA ESTATUTÁRIA,5.0,7779354.51,5.0,3803359.0,540789.33,0.0,0.0,Não há.,3179500.0,0.0,0.0,0.0,0.0,Não há.,255706.18,0.0,0.0,"-Conforme o Ofício Circular CVM/SEP/n.º 01/2023, os números de membros e de membros remunerados do Conselho de Administração e da Diretoria Estatutária foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais, em linha com a memória de cálculo constante do item 8.20.- Remuneração fixa anual e Bônus não foram considerados os 20% dos encargos nos valores.",5.0,2504160.0,1204200.28,1555870.9,5.0,0.0,5038769.76,5038769.76,3179500.0,0.0,0.0,0.0,0.0,2023,RJ,Petróleo e Gás,PRIVADO
14.882.295/0001-81,2025-12-31,4,152026,CBO HOLDING S.A.,2024-01-01,2024-12-31,29895338.83,DIRETORIA ESTATUTÁRIA,5.0,29307591.31,5.0,5811261.96,729439.33,0.0,0.0,Não há.,6129777.46,0.0,0.0,16354909.29,0.0,Valor de outras remunerações variáveis refere-se ao valor previsto de bônus não recorrente (valor considerado com encargo).,282203.27,0.0,0.0,"-Os números de membros remunerados do Conselho de Administração e da Diretoria Estatutária foram apurados de acordo com o número previsto de membros de cada órgão apurado mensalmente, com duas casas decimais, em linha com a memória de cálculo constante do item 8.20.- Remuneração fixa anual e Bônus considerados os 20% dos encargos nos valores informados de remuneração.",5.0,2804257.85,1395531.09,1467111.04,5.0,0.0,6129777.46,6129777.46,0.0,0.0,0.0,0.0,0.0,2024,RJ,Petróleo e Gás,PRIVADO
14.882.295/0001-81,2025-12-31,4,152026,CBO HOLDING S.A.,2024-01-01,2024-12-31,29895338.83,CONSELHO DE ADMINISTRAÇÃO,8.0,587747.52,1.75,576000.0,11747.52,0.0,0.0,Não há.,0.0,0.0,0.0,0.0,0.0,Não há.,0.0,0.0,0.0,"- Os números de membros remunerados do Conselho de Administração e da Diretoria Estatutária foram apurados de acordo com o número previsto de membros de cada órgão apurado mensalmente, com duas casas decimais, em linha com a memória de cálculo constante do item 8.20.- Remuneração fixa anual e Bônus considerados os 20% dos encargos nos valores informados de remuneração.",1.75,222225.96,222225.96,194447.72,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,RJ,Petróleo e Gás,PRIVADO
14.882.295/0001-81,2025-12-31,4,152026,CBO HOLDING S.A.,2025-01-01,2025-12-31,28699175.67,CONSELHO DE ADMINISTRAÇÃO,8.0,462054.48,2.0,460800.0,1254.48,0.0,0.0,Não há,0.0,0.0,0.0,0.0,0.0,Não há,0.0,0.0,0.0,"Os números de membros remunerados do Conselho de Administração e da Diretoria Estatutária foram apurados de acordo com o número previsto de membros de cada órgão apurado mensalmente, com duas casas decimais, em linha com a memória de cálculo constante do item 8.20.Remuneração fixa anual e Bônus estão considerados os 20% dos encargos nos valores informados de remuneração. ",,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,RJ,Petróleo e Gás,PRIVADO
14.882.295/0001-81,2025-12-31,4,152026,CBO HOLDING S.A.,2025-01-01,2025-12-31,28699175.67,DIRETORIA ESTATUTÁRIA,5.0,28237121.19,5.0,5355932.95,623488.0,0.0,0.0,Não há,4914953.43,0.0,0.0,17014508.36,0.0,Valor de outras remunerações variáveis refere-se ao valor previsto de bônus não recorrente (valor considerado com encargo).,328238.45,0.0,0.0,"Os números de membros remunerados do Conselho de Administração e da Diretoria Estatutária foram apurados de acordo com o número previsto de membros de cada órgão apurado mensalmente, com duas casas decimais, em linha com a memória de cálculo constante do item 8.20.Remuneração fixa anual e Bônus estão considerados os 20% dos encargos nos valores informados de remuneração. ",,,,,5.0,0.0,4914953.43,4914953.43,0.0,0.0,0.0,0.0,0.0,2025,RJ,Petróleo e Gás,PRIVADO
14.882.295/0001-81,2025-12-31,4,152026,CBO HOLDING S.A.,2025-01-01,2025-12-31,28699175.67,CONSELHO FISCAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2025,RJ,Petróleo e Gás,PRIVADO
14.998.371/0001-19,2025-12-31,2,153630,J. MACEDO S.A.,2022-01-01,2022-12-31,20161082.67,DIRETORIA ESTATUTÁRIA,7.0,17308882.67,7.0,5406544.67,0.0,0.0,2249527.0,Indenizações,9652811.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,2022,CE,Alimentos,PRIVADO
14.998.371/0001-19,2025-12-31,2,153630,J. MACEDO S.A.,2022-01-01,2022-12-31,20161082.67,CONSELHO DE ADMINISTRAÇÃO,5.0,2852200.0,5.0,2852200.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,2022,CE,Alimentos,PRIVADO
14.998.371/0001-19,2025-12-31,2,153630,J. MACEDO S.A.,2023-01-01,2023-12-31,27602873.0,CONSELHO DE ADMINISTRAÇÃO,5.0,2547410.0,5.0,2547410.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2023,CE,Alimentos,PRIVADO
14.998.371/0001-19,2025-12-31,2,153630,J. MACEDO S.A.,2023-01-01,2023-12-31,27602873.0,DIRETORIA ESTATUTÁRIA,7.0,25055463.0,7.0,7495340.0,0.0,0.0,0.0,,17560123.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2023,CE,Alimentos,PRIVADO
14.998.371/0001-19,2025-12-31,2,153630,J. MACEDO S.A.,2024-01-01,2024-12-31,32034660.0,CONSELHO DE ADMINISTRAÇÃO,5.0,4093340.0,5.0,4093340.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2024,CE,Alimentos,PRIVADO
14.998.371/0001-19,2025-12-31,2,153630,J. MACEDO S.A.,2024-01-01,2024-12-31,32034660.0,DIRETORIA ESTATUTÁRIA,7.0,27941320.0,7.0,8412738.0,0.0,0.0,0.0,,19528582.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2024,CE,Alimentos,PRIVADO
15.090.690/0001-94,2025-12-31,6,154645,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,2022-01-01,2022-12-31,1664731.43,DIRETORIA ESTATUTÁRIA,1.5,1664731.43,0.75,927825.39,95985.13,0.0,0.0,Salário ou Pró-labore,0.0,0.0,0.0,599549.31,0.0,"O montante de R$ 599.549,31 refere-se  a R$599.753,83 de participações de resultados e descontos de R$ 204,52 referente a Incentivo de Longo Prazo ",41371.6,0.0,0.0,"Nota 1: Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",,,,,,,,,,,,,,2022,GO,Serviços Transporte e Logística,PRIVADO
15.090.690/0001-94,2025-12-31,6,154645,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,2022-01-01,2022-12-31,1664731.43,CONSELHO DE ADMINISTRAÇÃO,5.25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Nota 1: Conforme disposto no Ofício Circular/Anual 2022 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",,,,,,,,,,,,,,2022,GO,Serviços Transporte e Logística,PRIVADO
15.090.690/0001-94,2025-12-31,6,154645,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,2023-01-01,2023-12-31,2425880.26,DIRETORIA ESTATUTÁRIA,2.0,2425880.26,1.0,1033730.62,129002.85,0.0,0.0,Salário ou Pró-labore,0.0,841174.11,0.0,354846.92,0.0,Incentivo de Longo Prazo,67125.76,0.0,0.0,"Nota 1: Conforme disposto no Ofício Circular/Anual 2023 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Nota 2: Rateio com saída da Ecorodovias Concessões e Serviços S/A e entrada na Concessionaria Ecovias do Araguaia S.A, no valor de R$ 531.786,13, sendo de 20% de R$ 2.658.930,64.Nota 3: As informações supracitadas, 8.2 Remuneração total para o Exercício Social corrente 31/12/2023 - Valores Anuais, não contemplam encargos sociais.""",,,,,,,,,,,,,,2023,GO,Serviços Transporte e Logística,PRIVADO
15.090.690/0001-94,2025-12-31,6,154645,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,2023-01-01,2023-12-31,2425880.26,CONSELHO DE ADMINISTRAÇÃO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Nota 1: Conforme disposto no Ofício Circular/Anual 2023 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",,,,,,,,,,,,,,2023,GO,Serviços Transporte e Logística,PRIVADO
15.090.690/0001-94,2025-12-31,6,154645,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,2024-01-01,2024-12-31,2063123.08,CONSELHO FISCAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Nota 1: Conforme disposto no Ofício Circular/Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",,,,,,,,,,,,,,2024,GO,Serviços Transporte e Logística,PRIVADO
15.090.690/0001-94,2025-12-31,6,154645,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,2024-01-01,2024-12-31,2063123.08,DIRETORIA ESTATUTÁRIA,2.0,2063123.08,1.0,1053861.49,121586.59,0.0,0.0,Salário ou Pró-labore,0.0,799826.29,0.0,15852.03,0.0,Incentivo de Longo Prazo,71996.68,0.0,0.0,"Nota 1: Conforme disposto no Ofício Circular/Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Nota 2: Rateio com saida da Ecorodovias Concessões e Serviços S/A e entrada na Concessionária Ecovias dos Imigrantes S/A no valor de R$ 332.992,21, sendo 15% de R$ R$ 2.219.948,08.Nota 3: As informações supracitadas, 8.2 Remuneração total prevista para o Exercício Social corrente 31/12/2024 - Valores Anuais, não contemplam encargos sociais.""",,,,,,,,,,,,,,2024,GO,Serviços Transporte e Logística,PRIVADO
15.090.690/0001-94,2025-12-31,6,154645,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,2024-01-01,2024-12-31,2063123.08,CONSELHO DE ADMINISTRAÇÃO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Nota 1: Conforme disposto no Ofício Circular/Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",,,,,,,,,,,,,,2024,GO,Serviços Transporte e Logística,PRIVADO
15.090.690/0001-94,2025-12-31,6,154645,CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.,2025-01-01,2025-12-31,1371658.76,DIRETORIA ESTATUTÁRIA,2.0,1371658.76,1.0,720150.0,112472.19,0.0,0.0,Salário ou Pró-labore ,0.0,432461.57,0.0,36375.0,0.0,Incentivo de Longo Prazo,70200.0,0.0,0.0,"Nota 1: Conforme disposto no Ofício Circular/Anual 2025 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.Nota 2: As informações supracitadas, 8.2 Remuneração total prevista para o Exercício Social corrente 31/12/2024 - Valores Anuais, não contemplam encargos sociais.""",,,,,,,,,,,,,,2025,GO,Serviços Transporte e Logística,PRIVADO
